ID,Form_ID,Cognateset_ID,Source,source_comment,Comment
1142,1142,moon-B,BurrowEmeneau1961[DED3754],,identical to form in closely related language
1143,1143,moon-B,BurrowEmeneau1961[DED3754],,identical to Kodava form from DED
1144,1144,moon-C,,Dunn,reasonably convincing cognate with DED4422
1145,1145,moon-D,BurrowEmeneau1961[DED5496],,Malt. bilbilre to shine brilliantly; bilpu moon. ?
1146,1146,moon-E,BurrowEmeneau1961[291],,DED3338
1147,1147,moon-F,BurrowEmeneau1961[202],,DED2287
1148,1148,moon-G,,Kolipakam,Apparent singleton
1149,1149,mountain-A,BurrowEmeneau1961[DED1731],,
1150,1150,mountain-B,BurrowEmeneau1961[DED5474],,clear cognate
1151,1151,mountain-B,Andronov1964;BurrowEmeneau1961[DED5474],,; 
1152,1152,mountain-C,BurrowEmeneau1961[DED1864],,clear cognate
1153,1153,mountain-C,Andronov1964;BurrowEmeneau1961[DED1864],,; 
1154,1154,mountain-C,BurrowEmeneau1961[DED1864],,clear cognate
1155,1155,mountain-D,BurrowEmeneau1961[DED4742],,clear cognate
1156,1156,mountain-D,BurrowEmeneau1961[420],,ded4742
1157,1157,mountain-D,BurrowEmeneau1961[DED4742],,
1158,1158,mountain-D,BurrowEmeneau1961[DED4742],,
1159,1159,mountain-E,BurrowEmeneau1961[457],,DED5058
1160,1160,mountain-E,BurrowEmeneau1961[DED5058],,
1161,1161,mountain-F,Buck1949[26],,
1162,1162,mountain-F,Buck1949[26],,
1163,1163,mountain-G,BurrowEmeneau1961[DED3221],,
1164,1164,mountain-H,,Dunn,apparent singleton
1165,1165,mountain-I,,Kolipakam,apparent singleton
1166,1166,mountain-J,,Kolipakam,apparent singleton
1167,1167,mountain-K,,Kolipakam,apparent singleton
1168,1168,mountain-L,,Kolipakam,apparent singleton
1169,1169,mountain-M,,Kolipakam,Apparent singleton. No entry in DED
1170,1170,mouth-A,,Kolipakam,High quality look alike to set - 5352
1171,1171,mouth-A,BurrowEmeneau1961[484],,DED5352
1172,1172,mouth-A,BurrowEmeneau1961[484],,set - 5352
1173,1173,mouth-A,BurrowEmeneau1961[484],,set - 5352
1174,1174,mouth-A,BurrowEmeneau1961[484],,DED5352
1175,1175,mouth-A,BurrowEmeneau1961[484],,DED5352
1176,1176,mouth-A,Andronov1964;BurrowEmeneau1961[484],,; set - 5352
1177,1177,mouth-A,BurrowEmeneau1961[484],,set - 5352
1178,1178,mouth-A,Andronov1964;BurrowEmeneau1961[484],,; set - 5352
1179,1179,mouth-A,BurrowEmeneau1961[484],,set - 5352
1180,1180,mouth-A,BurrowEmeneau1961[484],,set - 5352
1181,1181,mouth-A,BurrowEmeneau1961[484],,set - 5352
1182,1182,mouth-A,,Kolipakam,"High quality look alike to set - 5352(pg.484), but not on DED list."
1183,1183,mouth-B,Andronov1964,,
1184,1184,mouth-C,,Kolipakam,Self-identified. Not similar to any other form.
1185,1185,mouth-D,,Kolipakam,Self-identified. Not similar to any other form.
1186,1186,mouth-E,BurrowEmeneau1961[288],,DED3296
1187,1187,mouth-E,BurrowEmeneau1961[288],,DED3296
1188,1188,mouth-F,BurrowEmeneau1961[455],,DED5031
1189,1189,mouth-G,BurrowEmeneau1961[156],,DED1078
1190,1190,mouth-H,,Kolipakam,No obvious cognate or entry in DED
1191,1191,name-A,,Jordan,Lookalike to Kannada: hesaru
1192,1192,name-A,,Jordan,Lookalike cognate with Tamil: peyar
1193,1193,name-A,BurrowEmeneau1961[389],,DED4410
1194,1194,name-A,BurrowEmeneau1961[389],,DED4410
1195,1195,name-A,Andronov1964;BurrowEmeneau1961[4410],,"Andronov cognate class A; B& form: pesar(u), and cognate with Ta. peyar"
1196,1196,name-A,BurrowEmeneau1961[4410],,
1197,1197,name-A,BurrowEmeneau1961[389],,DED4410
1198,1198,name-A,BurrowEmeneau1961[389],,DED4410
1199,1199,name-A,,Jordan,"Lookalike to Parji: pidir, etc"
1200,1200,name-A,BurrowEmeneau1961[389],,DED4410
1201,1201,name-A,Andronov1964;BurrowEmeneau1961[4410],,"; B&E form: peyar, piyar, pēr"
1202,1202,name-A,,,
1203,1203,name-A,Andronov1964,,
1204,1204,name-A,Andronov1964;BurrowEmeneau1961[4410],,; 
1205,1205,name-A,,Dunn,
1206,1206,name-A,BurrowEmeneau1961[4410],,B&E form: pudarů
1207,1207,name-A,,Jordan,Same form as Telugu pe:ɾu
1208,1208,name-B,Buck1949[1263],,Sanskrit nāman- 'name'
1209,1209,name-B,Buck1949[1263],,nāman- 'name' (Sanskrit) etc.
1210,1210,neck-A,BurrowEmeneau1961[DED1366],,Good lookalike (e.g. Ka. kattu)
1211,1211,neck-A,BurrowEmeneau1961[127],,DED1366
1212,1212,neck-A,Andronov1964,,
1213,1213,neck-A,Andronov1964;BurrowEmeneau1961[DED1366],,; 
1214,1214,neck-B,,Dunn,Reasonable lookalike (to meɖa)
1215,1215,neck-B,Andronov1964,,
1216,1216,neck-B,BurrowEmeneau1961[DED4847],,
1217,1217,neck-C,,,
1218,1218,neck-C,BurrowEmeneau1961[181],,"Set 1996 ""Kur. xēser (xesr-) neck, shoulders. Malt. qasru neck.? Cf. 1366 Ta. kar̤uttu. DED 1662."""
1219,1219,neck-D,BurrowEmeneau1961[DED1718],,Andronov had it in set /cognate/114/
1220,1220,neck-E,,Dunn,no obvious cognates to this set
1221,1221,neck-E,,Dunn,no obvious cognates to this set
1222,1222,neck-F,,Dunn,no phonological evidence to link this to other sets
1223,1223,neck-G,,Dunn,apparent singleton
1224,1224,neck-H,BurrowEmeneau1961[408],,DED4622
1225,1225,neck-I,,Kolipakam,No obvious cognate or entry in DED
1226,1226,neck-J,,Kolipakam,No obvious cognates or
1227,1227,neck-K,,Kolipakam,No obvious cognate or entry in DED
1228,1228,neck-L,,Kolipakam,No obvious cognate or entry in DED
1229,1229,new-A,,Dunn,apparent singleton
1230,1230,new-B,,Kolipakam,
1231,1231,new-B,,Dunn,"good lookalike to Telegu ""kotta"""
1232,1232,new-B,Andronov1964,,
1233,1233,new-C,BurrowEmeneau1961[378],,
1234,1234,new-C,BurrowEmeneau1961[378],,DED4275
1235,1235,new-C,BurrowEmeneau1961[DED4275],,
1236,1236,new-C,BurrowEmeneau1961[DED4275],,
1237,1237,new-C,BurrowEmeneau1961[378],,DED4275
1238,1238,new-C,BurrowEmeneau1961[378],,DED4275
1239,1239,new-C,BurrowEmeneau1961[378],,DED4275
1240,1240,new-C,BurrowEmeneau1961[DED4275],,
1241,1241,new-C,BurrowEmeneau1961,,DED4275
1242,1242,new-C,Andronov1964;BurrowEmeneau1961[DED4275],,; 
1243,1243,new-C,BurrowEmeneau1961[DED4275],,
1244,1244,new-C,BurrowEmeneau1961[DED4275],,
1245,1245,new-C,BurrowEmeneau1961[DED4275],,clear cognate
1246,1246,new-C,BurrowEmeneau1961[DED4275],,
1247,1247,new-C,BurrowEmeneau1961[DED4275],,clear cognate
1248,1248,new-D,,Dunn,apparent singleton
1249,1249,new-E,,Kolipakam,possible loanword from hindi - naja
1250,1250,night-A,BurrowEmeneau1961[DED2552],,
1251,1251,night-A,BurrowEmeneau1961[222],,DED2552
1252,1252,night-A,Andronov1964,,
1253,1253,night-A,BurrowEmeneau1961[DED2552],,
1254,1254,night-B,Andronov1964;Buck1949[992],,; Sanskrit rātri-
1255,1255,night-B,Andronov1964,,
1256,1256,night-B,Andronov1964,,loanword
1257,1257,night-B,Buck1949[992],,
1258,1258,night-B,Andronov1964,,
1259,1259,night-B,Buck1949[992],,
1260,1260,night-C,BurrowEmeneau1961[425],,DED4781
1261,1261,night-C,BurrowEmeneau1961,,DED4781
1262,1262,night-D,BurrowEmeneau1961[DED4869],,
1263,1263,night-E,,Dunn,apparent singleton
1264,1264,night-F,,Dunn,apparent singleton
1265,1265,night-G,,Dunn,apparent singleton
1266,1266,night-H,,Dunn,apparent singleton
1267,1267,night-I,BurrowEmeneau1961[316],,DED3584
1268,1268,night-J,BurrowEmeneau1961[320],,DED3621
1269,1269,night-J,BurrowEmeneau1961[320],,DED3621
1270,1270,night-K,,Kolipakam,apparently singleton. no entry in DED
1271,1271,nose-A,,Kolipakam,High quality look alike of the set - 5024(pg.454) . But not in the DED list.
1272,1272,nose-A,,Kolipakam,high quality look alike to set - 5024
1273,1273,nose-A,Andronov1964;BurrowEmeneau1961[454],,; set - 5024
1274,1274,nose-A,BurrowEmeneau1961[454],,set - 5024
1275,1275,nose-A,BurrowEmeneau1961[454],,DED5024
1276,1276,nose-A,BurrowEmeneau1961[454],,DED5024
1277,1277,nose-A,BurrowEmeneau1961[454],,DED5024
1278,1278,nose-A,BurrowEmeneau1961[454],,DED5024
1279,1279,nose-A,Andronov1964;BurrowEmeneau1961[454],,; set - 5024
1280,1280,nose-A,BurrowEmeneau1961[454],,DED5024
1281,1281,nose-A,BurrowEmeneau1961[454],,set - 5024
1282,1282,nose-A,Andronov1964;BurrowEmeneau1961[454],,; set - 5024
1283,1283,nose-A,Andronov1964;BurrowEmeneau1961[454],,; set - 5024
1284,1284,nose-A,BurrowEmeneau1961[454],,set - 5024
1285,1285,nose-A,,Kolipakam,High quality look alike of the set - 5024(pg.454) . But not in the DED list.
1286,1286,nose-B,BurrowEmeneau1961[455],,DED5031
1287,1287,nose-B,,Kolipakam,Self-identified.
1288,1288,nose-C,,Kolipakam,Self-identified.
1289,1289,nose-D,BurrowEmeneau1961[439],,DED4909
1290,1290,nose-E,,Kolipakam,No obvious cognate or entry in DED
1291,1291,not-A,,Dunn,good lookalike
1292,1292,not-A,BurrowEmeneau1961[466],,DED2559
1293,1293,not-A,BurrowEmeneau1961[DED2559],,DED2559
1294,1294,not-A,BurrowEmeneau1961[466],,DED2559
1295,1295,not-A,,Verkerk,high quality look alike
1296,1296,not-A,Andronov1964;BurrowEmeneau1961[DED2559],,; DED2559
1297,1297,not-A,Andronov1964;BurrowEmeneau1961[DED2559],,"; DED2559; speeled differently: il non-existence, death; illai it is not (in Old Tamil with a complete neg. paradigm); no; illāmai absence, non-existence, poverty, want; illātavaṉ one utterly destitute; illāṉ poor man; ill-eṉal death, negating existence; ilam, ilampai poverty; ili one who is without (at end of cpd.); iṉmai total negation of existence, poverty; iṉṟiya that which is not."
1298,1298,not-A,BurrowEmeneau1961[DED2559],,DED2559
1299,1299,not-A,,Verkerk,high quality look alike
1300,1300,not-B,,Kolipakam,High quality look alike to DED333
1301,1301,not-B,BurrowEmeneau1961[31],,DED333
1302,1302,not-C,,Dunn,good lookalike
1303,1303,not-C,BurrowEmeneau1961[DED234],,"DED234 - this cognate coding goes against Andronov, who said that this form goes with cognate class A."
1304,1304,not-D,,Verkerk,
1305,1305,not-E,,Verkerk,
1306,1306,not-E,,Dunn,reasonable lookalike to Toda; no other apparent cognates
1307,1307,not-F,BurrowEmeneau1961,,DED4743
1308,1308,not-F,BurrowEmeneau1961,,DED4743
1309,1309,not-G,,Kolipakam,No obvious cognates/look - alikes in the wordlist
1310,1310,not-H,,Kolipakam,No obvious cognates or look alikes in the wordlist.
1311,1311,not-I,,Kolipakam,No obvious cognate or look alike.
1312,1312,one-A,,Verkerk,high quality look-alike
1313,1313,one-A,,Dunn,"See e.g. phonetic realization of /o:ʈəja/ [wo:ʈaja] ""all"""
1314,1314,one-A,BurrowEmeneau1961[94],,DED990
1315,1315,one-A,,Kolipakam,High quality look alike
1316,1316,one-A,BurrowEmeneau1961[990d],,"990d; ""Ka. ondu one thing;"""
1317,1317,one-A,BurrowEmeneau1961[990d],,"990d; ""Koḍ. ondï one thing;"""
1318,1318,one-A,BurrowEmeneau1961[94],,DED990
1319,1319,one-A,BurrowEmeneau1961[94],,DED990
1320,1320,one-A,,Verkerk,"Looks similar to the Gondi form, but the Gondi form is itself doubtful to be cognate (except for Andronov's cognate coding)"
1321,1321,one-A,BurrowEmeneau1961[94],,DED990
1322,1322,one-A,BurrowEmeneau1961[94],,DED990
1323,1323,one-A,Andronov1964;BurrowEmeneau1961[990d],,"; 990d; ""Ta. oṉṟu, oṇṇu the number one; one """
1324,1324,one-A,BurrowEmeneau1961,,DED990a
1325,1325,one-A,BurrowEmeneau1961[94],,DED990
1326,1326,one-A,BurrowEmeneau1961[990b],,"990b; ""Pa. okur one man; okal one woman; okut, okti one thing; ok one (adj.). """
1327,1327,one-A,Andronov1964;BurrowEmeneau1961[990d],,"; 990d; ""Ta. oṉṟu, oṇṇu the number one; one """
1328,1328,one-A,Andronov1964;BurrowEmeneau1961[990b],,"; 990b; ""Te. oka one (adj.), single; okãḍu, okõḍu, okarũḍu, okaruvũḍu, okorũḍu one man, one animal or thing; okata, okati, okatuka, okate, okarita, okariti, okarite, okartu, okartuka, okarte, okota, okorita, etc., one woman; okaru some persons; okaṭi, okoṭi one thing; okaṭa, okoṭa at one and the same time, together; (nearly all Te. forms also with -kk-). """
1329,1329,one-A,BurrowEmeneau1961[990d],,"990d; ""Tu. oñji one thing;"""
1330,1330,one-A,,Verkerk,high quality look-alike
1331,1331,one-B,,Verkerk,Doesn't look similar to any of the other forms; search for this form in DED is not succesfull
1332,1332,person-A,Andronov1964,,
1333,1333,person-A,,Verkerk,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar"
1334,1334,person-A,,Kolipakam,
1335,1335,person-A,,Verkerk,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar"
1336,1336,person-A,Andronov1964,,
1337,1337,person-A,Andronov1964,,
1338,1338,person-A,,Verkerk,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar"
1339,1339,person-A,Andronov1964,,
1340,1340,person-A,,Verkerk,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar"
1341,1341,person-A,,Verkerk,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar"
1342,1342,person-B,,Verkerk,Does not look like the other forms
1343,1343,person-C,,Verkerk,Doesn't look like any of the others
1344,1344,person-D,,Dunn,Singleton
1345,1345,person-D,,Kolipakam,high quality look alike
1346,1346,person-E,,Kolipakam,No obvious cognates or entry in DED
1347,1347,person-F,,Kolipakam,No obvious cognates or entry in DED
1348,1348,person-G,,Kolipakam,No obvious cognates or entry in DED
1349,1349,rain-A,,Jordan,"Lookalike with Kannada ""male"""
1350,1350,rain-A,,Jordan,Lookalike to Kodava form DED4753
1351,1351,rain-A,BurrowEmeneau1961[DED4753],,B&E form: mar̤e
1352,1352,rain-A,BurrowEmeneau1961[DED4753],,B&E form: maḷe
1353,1353,rain-A,BurrowEmeneau1961[421],,DED4753
1354,1354,rain-A,Andronov1964;BurrowEmeneau1961[DED4753],,; 
1355,1355,rain-A,Andronov1964;BurrowEmeneau1961[DED4753],,; 
1356,1356,rain-A,,Jordan,meɖ: Lookalike with rest of cognate class A ūṭṭi: Lookalike with Tamil: rain (DED761) Possible merge of two cognate classes?
1357,1357,rain-A,,Jordan,Identical to Kannada form DED4753
1358,1358,rain-B,Andronov1964;Buck1949[67],,; Skt. varsa-
1359,1359,rain-B,Buck1949[67],,Skt. varsa-
1360,1360,rain-C,BurrowEmeneau1961[487],,DED5381
1361,1361,rain-C,,Jordan,Lookalike to Kolami vana DED5381
1362,1362,rain-C,Andronov1964;BurrowEmeneau1961[DED5381],,; 
1363,1363,rain-C,BurrowEmeneau1961[487],,DED5381
1364,1364,rain-D,BurrowEmeneau1961[372],,DED4199
1365,1365,rain-D,BurrowEmeneau1961[372],,DED4199
1366,1366,rain-E,,Kolipakam,apparent singleton. No entry in DED
1367,1367,rain-F,,Kolipakam,Apparent singleton no entry in DED
1368,1368,rain-G,,Kolipakam,Apparent singleton. No entry in DED
1369,1369,red-A,,Jordan,Form identical to Toda
1370,1370,red-A,BurrowEmeneau1961[175],,DED1931
1371,1371,red-A,Andronov1964,,
1372,1372,red-A,BurrowEmeneau1961[176],,Set 1931 The form in Burrow is co·pï.
1373,1373,red-A,BurrowEmeneau1961[175],,DED1931
1374,1374,red-A,BurrowEmeneau1961[176],,Set 1931
1375,1375,red-A,BurrowEmeneau1961,,DED1931
1376,1376,red-A,BurrowEmeneau1961[176],,Set 1931. Andronov coded this as a separate cognate class C.
1377,1377,red-A,Andronov1964,,
1378,1378,red-A,BurrowEmeneau1961[175],,DED1931
1379,1379,red-A,BurrowEmeneau1961[175],,DED1931
1380,1380,red-A,,Jordan,Closely related languages have same or similar forms.
1381,1381,red-A,BurrowEmeneau1961[DED1931],,
1382,1382,red-A,BurrowEmeneau1961[176],,Set 1931 The form in Burrow is co·pï.
1383,1383,red-B,BurrowEmeneau1961[84],,DED865
1384,1384,red-B,BurrowEmeneau1961[84],,DED865
1385,1385,red-B,BurrowEmeneau1961[84],,DED865
1386,1386,red-B,,Jordan,Form is very similar to closely related Telugu.
1387,1387,red-B,Andronov1964;BurrowEmeneau1961[DED865],,Andronov's form: eṟṟa; 
1388,1388,red-C,,Jordan,
1389,1389,red-D,BurrowEmeneau1961[335],,DED3748
1390,1390,red-D,BurrowEmeneau1961[335],,DED3748
1391,1391,red-E,,Kolipakam,apparent singleton. No entry in DED
1392,1392,road-A,Andronov1964;BurrowEmeneau1961[478],,"; DED5297 Ma. var̤i way, road, path, succession and the way you came, backwards, manner, means, usage, custom."
1393,1393,road-A,Andronov1964;BurrowEmeneau1961[478],,"; DED5297 Ta. var̤i way, path, road, origin, source, means, remedy, homage, manner, method, mode, posterity, descendants, race, family, lineage, relative, dependant, series, line, succession, impression, footprint, trace, usage, antiquity, boon, gift; afterwards."
1394,1394,road-B,Andronov1964,,
1395,1395,road-B,Andronov1964,,
1396,1396,road-C,BurrowEmeneau1961,,DED4108
1397,1397,road-C,Andronov1964;BurrowEmeneau1961[364],,; DED4108 Pa. pāv road.
1398,1398,road-D,,Kolipakam,High quality look alike to DED3170
1399,1399,road-D,,Kolipakam,high quality look alike to 3170
1400,1400,road-D,BurrowEmeneau1961[275],,DED3170
1401,1401,road-D,,Kolipakam,hihg quality look alike to 3170
1402,1402,road-D,BurrowEmeneau1961[275],,DED3170
1403,1403,road-E,,,
1404,1404,road-E,,Kolipakam,"Self-identified, not similar to any other cognate class"
1405,1405,road-E,,Kolipakam,"Self-identified, not similar to any other cognate class"
1406,1406,road-F,,Kolipakam,"Similar to the hindi word for road ""rasta"""
1407,1407,road-F,,Kolipakam,"Similar to the hindi word for road ""rasta"""
1408,1408,road-F,,,
1409,1409,road-F,,Kolipakam,"Similar to the hindi word for road ""rasta"""
1410,1410,road-G,,Kolipakam; Jordan,"Self-identified, not similar to any other cognate class; Lookalike with members of DED1395"
1411,1411,road-H,,Kolipakam,"Self-identified, not similar to any other cognate class"
1412,1412,road-I,,Kolipakam,possible loan word from hindi - sadak
1413,1413,road-J,BurrowEmeneau1961[212],Kolipakam,; DED2417
1414,1414,road-J,,Kolipakam,DED2417
1415,1415,road-K,,Kolipakam,apparent singleton
1416,1416,root-A,,Dunn,same as sister languages
1417,1417,root-A,,Dunn,reasonable lookalike
1418,1418,root-A,Andronov1964;BurrowEmeneau1961[DED5535],,; DED5535: Ka. bēr(u) root;
1419,1419,root-A,BurrowEmeneau1961[DED 5535],,DED 5535: Koḍ. be·rï root.
1420,1420,root-A,BurrowEmeneau1961,,DED5535
1421,1421,root-A,,Dunn,similar to many sister languages
1422,1422,root-A,BurrowEmeneau1961,,DED5535
1423,1423,root-A,Andronov1964;BurrowEmeneau1961[DED5535],,"; DED5535: Ma. vēr root, origin, cause."
1424,1424,root-A,BurrowEmeneau1961[DED5535],,DED5535: Pa. vār (pl. -kul) id. contra Andronov
1425,1425,root-A,Andronov1964;BurrowEmeneau1961[DED5535],,"; DED5535: Ta. vēr root, anything rootlike; foundation"
1426,1426,root-A,Andronov1964;BurrowEmeneau1961[DED5535],,; DED5535: Te. vēru root.
1427,1427,root-A,BurrowEmeneau1961[DED5535],Dunn,"DED5535: To. p&odieresisside;r id. Several forms have either per or ver, so seems a proper cognate; same as sister languages"
1428,1428,root-A,BurrowEmeneau1961[DED5535],,"DED5535: Tu. bērů root; origin, cause."
1429,1429,root-A,,Dunn,same as sister languages
1430,1430,root-B,BurrowEmeneau1961[DED4077],,
1431,1431,root-C,,Kolipakam,No obvious cognate or entry in DED
1432,1432,root-D,,Kolipakam,No obvious cognate or entry in DED
1433,1433,root-E,,Kolipakam,No obvious cognate or entry in DED
1434,1434,root-F,,Kolipakam,No obvious cognate or entry in DED
1435,1435,round-A,Andronov1964,,
1436,1436,round-A,Andronov1964,,
1437,1437,round-A,Andronov1964,,
1438,1438,round-A,Andronov1964,,
1439,1439,round-B,BurrowEmeneau1961[DED1695],,Go. (S.) gunḍkula pēru bead necklace (Voc. 1121); (M.) gonḍra round (Voc. 1195); (ASu.) guṇḍāl id.
1440,1440,round-B,,Jordan,Good lookalike with Telegu: guṇḍrani
1441,1441,round-B,,Kolipakam,reasonable cognate to DED1695
1442,1442,round-B,,Dunn,"Reasonable cognate candidate, cf. DED1695"
1443,1443,round-B,,Dunn,"Reasonable cognate candidate, cf DED1695"
1444,1444,round-B,Andronov1964;BurrowEmeneau1961[DED1695],,; B&E form: guṇḍrani
1445,1445,round-C,BurrowEmeneau1961[DED3309],,
1446,1446,round-D,BurrowEmeneau1961[DED664],,B&E form: urïṭ-
1447,1447,round-D,BurrowEmeneau1961[DED664],,B&E form: uruṇṭa
1448,1448,round-D,BurrowEmeneau1961[DED664],,B&E form: uruṇṭai
1449,1449,round-D,BurrowEmeneau1961[DED664],,B&E form: uḍy
1450,1450,round-D,BurrowEmeneau1961[DED664],,B&E form: uṇḍè
1451,1451,round-D,,Jordan,Lookalike with e.g. Tamil in DED664
1452,1452,round-E,,Jordan,
1453,1453,round-F,,Kolipakam,possible loan word from hindi - gol meaning round.
1454,1454,round-G,,Kolipakam,apparent singleton. no entry in DED
1455,1455,sand-A,,Jordan,Lookalike with Tamil maɳal
1456,1456,sand-A,BurrowEmeneau1961[DED4666],,B&E form: maral
1457,1457,sand-A,BurrowEmeneau1961[DED4666],,B&E form: maṇa
1458,1458,sand-A,Andronov1964;BurrowEmeneau1961[DED4666],,; B&E form maṇal
1459,1459,sand-A,BurrowEmeneau1961[413],,DED4666
1460,1460,sand-A,BurrowEmeneau1961[DED4666],,B&E form: man
1461,1461,sand-A,Andronov1964;BurrowEmeneau1961[DED4666],,; B&E form maṇal
1462,1462,sand-A,BurrowEmeneau1961[DED4666],,B&E form er-moḷṇ This form identical to others in the cognate set
1463,1463,sand-A,,Jordan,Lookalike with Kannada
1464,1464,sand-B,BurrowEmeneau1961[56],,DED575
1465,1465,sand-B,Andronov1964;BurrowEmeneau1961[DED575],,; 
1466,1466,sand-B,BurrowEmeneau1961[56],,DED575
1467,1467,sand-B,,Jordan,Lookalike with Telugu isuka
1468,1468,sand-B,Andronov1964;BurrowEmeneau1961[DED575],,"; B&E forms usuka, isuka, isumu"
1469,1469,sand-C,,Jordan,
1470,1470,sand-D,,Jordan,
1471,1471,sand-E,,Kolipakam,apparent singleton no entry in DED
1472,1472,sand-F,,Kolipakam,apparent singleton. no entry in DED
1473,1473,sand-F,,Kolipakam,high quality look alike with malto form - bali. No entry in DED
1474,1474,sand-G,,Kolipakam,high quality look alike with kuwi form - bali
1475,1475,say-A,Andronov1964;BurrowEmeneau1961[DED2855],,; 
1476,1476,say-A,BurrowEmeneau1961[DED2855],,
1477,1477,say-B,Andronov1964;BurrowEmeneau1961[DED4031],,; 
1478,1478,say-B,,Dunn,clear cognate
1479,1479,say-C,Andronov1964,,
1480,1480,say-D,Andronov1964;BurrowEmeneau1961[DED1955],,"; not included in DED list, but clearly cognate with other DED forms."
1481,1481,say-E,BurrowEmeneau1961[84],,DED868
1482,1482,say-E,,Dunn,Looks cognate with some forms in related languages in the DED list
1483,1483,say-E,Andronov1964;BurrowEmeneau1961[DED868],,; 
1484,1484,say-F,,Dunn,clear cognate with DED4430
1485,1485,say-G,,Dunn,apparent singleton
1486,1486,say-H,,Dunn,apparent singleton
1487,1487,say-I,,Dunn,apparent singleton
1488,1488,say-J,,Dunn,apparent singleton
1489,1489,say-K,BurrowEmeneau1961,,DED3887
1490,1490,say-L,BurrowEmeneau1961[502],,DED5514
1491,1491,say-M,BurrowEmeneau1961[356],,DED4003
1492,1492,say-N,,Kolipakam,Apparent singleton. No entry in DED
1493,1493,see-A,Andronov1964,,
1494,1494,see-A,Andronov1964,,
1495,1495,see-B,BurrowEmeneau1961[DED3794],,
1496,1496,see-B,,Dunn,clear cognate
1497,1497,see-B,Andronov1964;BurrowEmeneau1961[DED3794],,; 
1498,1498,see-B,BurrowEmeneau1961[DED3794],,
1499,1499,see-B,BurrowEmeneau1961,,DED3794
1500,1500,see-B,BurrowEmeneau1961[DED3794],,
1501,1501,see-B,BurrowEmeneau1961[DED3794],,identical to sister languages
1502,1502,see-C,BurrowEmeneau1961,,DED2735
1503,1503,see-C,BurrowEmeneau1961,,DED2735
1504,1504,see-C,Andronov1964;BurrowEmeneau1961,,; DED2735
1505,1505,see-E,,Dunn,no evidence this is related to any other terms
1506,1506,see-F,,Dunn,no evidence this is related to any other terms
1507,1507,see-G,,Dunn,no evidence this is related to any other terms
1508,1508,see-H,BurrowEmeneau1961,,DED786
1509,1509,see-I,,Kolipakam,No obvious cognate or entry in DED
1510,1510,see-J,,Kolipakam,No obvious cognate or entry in DED
1511,1511,see-K,,Kolipakam,No obvious cognates or entry in DED
1512,1512,seed-A,,Dunn,similar to sister languages
1513,1513,seed-A,,Dunn,same as sister languages
1514,1514,seed-A,,Kolipakam,high quality look alike to 5401
1515,1515,seed-A,BurrowEmeneau1961[490],,DED5401
1516,1516,seed-A,Andronov1964;BurrowEmeneau1961[DED5401],,"; DED5401: Ka. bittu to put seeds, sow; bittu, bitta, bir̤tu seed; bittige, bittane act of sowing; bede seed, sowing."
1517,1517,seed-A,BurrowEmeneau1961[set 5401],,"slightly different forms: bitta, birtu. Some convergence with DED60 Ka. bīya rice when cleaned from the husk, food.?"
1518,1518,seed-A,BurrowEmeneau1961[490],,DED5401
1519,1519,seed-A,BurrowEmeneau1961[490],,DED5401
1520,1520,seed-A,,Kolipakam,high quality look alike to 5401
1521,1521,seed-A,Andronov1964;BurrowEmeneau1961[DED5401],,"; DED5401: Ma. vittu seed, semen; vitekka to sow seed; vita sowing, sowing season, grain sown; vitar seed."
1522,1522,seed-A,BurrowEmeneau1961[set 5401],,"DED5401: Pa. vit- to sow; vittid (pl. vittil) seed, semen. contra Andronov"
1523,1523,seed-A,Andronov1964;BurrowEmeneau1961[DED5401],,"; Form is not listed in DED5401: Ta. vittu (vitti-), viccu (vicci-) to sow, spread, broadcast; vittu seed, semen; viccu seed; vitai (-pp-, -tt-) to sow seed, publish, deliver, throw; n. seed, testicle; vitaippu sowing."
1524,1524,seed-A,BurrowEmeneau1961[set 5401],,"DED5401: Te. vittu to sow; n. seed, testicle; vittanamu seed, testicle; veda sowing."
1525,1525,seed-A,,Dunn,"This form appears in some of the sister languages in DED5401; cf also DED60: Te. biyyamu seeds or grains of Oryza sativa without husks, paddy deprived of the husk, rice."
1526,1526,seed-A,BurrowEmeneau1961[DED5401],Dunn,DED5401: To. pït- (pïty-) to sow; pït seed.; similar to sister languages
1527,1527,seed-A,,Dunn,same as sister languages
1528,1528,seed-B,BurrowEmeneau1961[DED1523],,"DED1523: Te. ginja a seed, a grain."
1529,1529,seed-C,BurrowEmeneau1961[188],,DED2069
1530,1530,seed-D,BurrowEmeneau1961[set 1781],,set 1781: Koḍ. kuru seed (esp. of jackfruit);
1531,1531,seed-D,,Verkerk,High quality look-alike
1532,1532,seed-F,BurrowEmeneau1961[368],,DED4153
1533,1533,seed-F,,Verkerk,Seems unrelated to any of the other forms
1534,1534,seed-G,,Verkerk,Seems unrelated to any of the other forms
1535,1535,sit-A,Andronov1964,,
