word,de,nl,af,en,yi,fy,no,sv,da,is,fo,lv,lt,pl,cs,sk,sl,bg,mk,be,uk,ru,pt,gl,es,ca,oc,fr,it,ro,ga,cy,br,gd,gv,sq,hy,el,ka,xmf,lzz,sva,te
stone,ʃtaɪn,steːn,,stəʊn,,stiə̯n,,,,steitn,,,,ˈka.mʲɛɲ,ˈkaːmɛn,ˈkamɛɲ,ˈkàːmən,ˈkamək,,,,ˈkamʲɪnʲ,ˈpɛ.dɾɐ,ˈpɛðɾɐ,ˈpjedɾa,ˈpe.dɾə,ˈpɛjɾo,pjɛʁ,ˈpjɛtra,,klˠɔx,ˈkarɛɡ,,,klaːx,ɡuɾ,kʰɑɾ,,kʰvä,kʰuä,kʰvä,bætʃ,
sand,zant,zɑnt,sant,sænd,,,sɑnd,,san,ˈsantʏr,,,,ˈpʲa.sɛk,ˈpiːsɛk,ˈpi̯ɛsɔk,ˈpèːsək,ˈpʲasək,,pʲaˈsok,pʲiˈsɔk,pʲɪˈsok,ɐˈɾɐjɐ,ˈʃaβɾe̝,aˈɾena,ˈso.rə,ˈsaβlo,sɑbl,ˈsab.bja,niˈsip,ˈɡanʲəvˠ,,tʁɛs,,ˈɡʲanʲax,,ɑˈvɑz,,kʰviʃä,kʰviʃä,ʁumi,kʰwiʃɛ,
dust,ʃtaʊ̯p,,stɔf,dʌst,,,,dam,støːv,rɪːk,,,,kuʂ,,,ˈpráːx,,,pɨɫ,,pɨlʲ,ˈpɔ,pɔ,ˈpol.bo,ˈpols,,pu.sjɛʁ,ˈpol.ve.re,,dʲanˠəx,ɬuːχ,,,dʒaun,,pʰoˈʃi,,mtʼvɛri,tʼvɛri,mtʼvɛri,pʼisw,
earth,ˈeːɐ̯də,ˈaːr.də,ˈɑːr.də,ɜːθ,,,,juːɖ,joːr,jœrð,jøːɹ,zɛmɛ,ˈʒʲæːmʲeː,ˈʑɛ.mʲa,ˈzɛmjɛ,ˈzɛm,ˈzɛ̀ːmlja,zɛˈmʲa,,zʲaˈmlʲa,zeˈmlʲɑ,zʲɪˈmlʲa,ˈtɛʁɐ,,ˈtje̞.ra̠,ˈtɛ.rə,,tɛʁ,ˈtɛr.ra,pəˈmɨnt,,,,,,ðɛ,hɔʁ,,mitsʼä,diχä,lɛtʼä,gim,
cloud,ˈvɔlkə,ʋɔlk,vɔlk,klaʊd,,,ʃyː,,,sciː,skʊt͡ʃː,,,ˈxmu.ra,mrak,,ɔˈbláːk,,,ˈxmara,,ˈobləkə,ˈnu.vɐj̃,,,,,ny.aʒ,ˈnu.vo.la,nor,ˈsˠkamˠəl̪ˠ,ˈkʊmʊl,ˈku.mul,ɲiaɫ̪,,,ɑmp,ˈsinɛfɔ,ʁrubɛli,munäpʰä,pʼulä,mɛrɛ,
fog,ˈneːbl̩,mɪst,,fɒɡ,,,,,tɔːɡə,ˈθɔːka,ˈtʰoːʰka,,ˈruːkɐs,mɡwa,mɫ̩ɦa,ˈɦmɫa,məˈɡlá,məˈɡɫa,ˈmaɡla,,,tʊˈman,nɨ.ˈvwɐj.ɾu,ˈnɛβo̯a̝,,ˈbɔj.ɾə,ˈnɛβlo,bʁu.jaʁ,ˈnebbja,ˈt͡ʃe̯a.t͡sə,coː,,,,kʲeː,ˈmjɛɡuɫ,mɑrɑˈχuʁ,,nisli,nirsi,mpʼulä,bintʼw,
sky,ˈhɪml̩,ˈɦeː.məl,lœχ,skaɪ,,,,,,ˈhɪːmɪnː,ˈhiːmɪn,,dɐŋˈɡʊs,ˈɲɛ.bɔ,ˈnɛbɛ,ˈɲɛbɔ,nɛˈbóː,nɛˈbɛ,,ˈnʲeba,,ˈnʲebə,ˈsɛw,ˈθɛ.ʊ,firmaˈmento,ˈsɛl,,sjɛl,ˈt͡ʃɛ.lo,t͡ʃer,eːɾˠ,ˈau̯ɨ̞r,ˈo.abl,,,,jɛɾˈkiŋkʰ,,tsä,tsä,tsä,dɛts,
wind,vɪnt,ʋɪnt,,ˈwɪnd,,,,vɪnd,ʋend,ˈvɪntʏr,ˈvɪntʊɹ,vɛ̄ːjʃ,ˈʋʲeːjɛs,vʲatr,ˈviːtr̩,ˈvi̯ɛtɔr,,ˈvʲatər,ˈvɛtɛr,,ˈʋʲiter,ˈvʲetʲɪr,ˈvẽ.tu,ˈbento̝,ˈbjento,,,vɑ̃,ˈvɛn.to,,ɡeː,,ˈɑːvɛl,,ɡiː,ɛːɹ,kʰɑˈmi,,kʰäri,bɔriä,iχi,bikʰw,
snow,ʃneː,sneːu̯,sniu,snəʊ,,sniə,snøː,snøː,,snjouːr,,snìɛks,sʲnʲjæɡɐs,ɕɲɛk,sɲiːx,ˈsɲɛx,,snʲak,,sʲnʲex,ˈsʲnʲiɦ,sʲnʲek,ˈnɛ.vɨ,ˈnɛβɪ,ˈnjebe,ˈnew,ˈnɛw,nɛʒ,ˈne.ve,zəˈpadə,ˈʃnʲaxt̪ˠə,ˈei̯ra,,,ˈʃnʲaxt̪ə,,d͡zjun,,tʰɔvli,tʰiri,mtʰviri,musw,
ice,aɪ̯s,ɛi̯s,ə̟i̯s,aɪs,,iːs,iːs,,iːs,iːs,ˈʊiːsʊɹ,lædus,,lut,lɛt,ˈʎat,ˈléːt,lɛt,mras,lʲot,,lʲɵt,ˈʒe.lu,ˈʃe.ʊ,ˈɟ͡ʝelo,ˈʒɛl,,ɡlas,ˈɡjat.t͡ʃo,,əiɾʲ,jaː,,,,,sɑˈrujt͡sʰ,ˈpaɣos,qʼinuli,ʔini,buzi,kʼwärɛm,
smoke,ʁaʊ̯x,roːk,,sməʊk,,,,,røj,ˈreiːkʏr,ˈɹɔiːjkʊɹ,,,dɨm,diːm,ˈdim,ˈdím,,,dɨm,dɪm,dɨm,ˈfu.mu,ˈfume̝,ˈumo,ˈfum,,fy.me,,,ˈdʲat̪ˠəx,muːɡ,,t̪ɔʰtʲ,ˈd͡ʒeːax,,t͡suχ,kaˈpno̞s,bɔli,kʼumä,kʼɔmä,zinqʰ,
fire,ˈfɔʏər,vyr,fyːr,ˈfaɪ.ə(ɹ),,fjuə̯r,ɛld,ˈɛld,il,ˈɛltʏr,,uɡuns,ʊɡˈnʲɪs,ˈɔ.ɡʲɛɲ,ˈoɦɛɲ,ˈɔɦɛɲ,ɔ̀ːɡənʲ,ˈɔɡən,,aˈɣonʲ,wɔˈɦɔnʲ,ɐˈɡonʲ,ˈfo.ɣu,ˈlu.mɪ,ˈfweɡo,ˈfɔk,,fø,ˈfwɔko,fok,ˈtʲɪnʲə,taːn,ˈtɑ̃ːn,ˈtʰʲenə,,zjaɾm,kəˈɾɑk,foˈtça,tsɛtsχli,dätʃχiri,dätʃχuri,lɛmɛsg,
ash,ˈaʃə,ɑs,,ˈæʃ,,ˈjɪskə,,,,ˈaska,ˈœska,,,ˈpɔ.pʲuw,ˈpopɛl,ˈpɔpɔɫ,pɛˈpéːw,ˈpɛpɛl,,ˈpopʲeɫ,ˈpɔpʲil,ˈpʲepʲɪl,,,θeˈniθa,,,sɑ̃dʁ,,,l̪ˠuə,ˈɬɨ̞dʊ,ˈlyːdy,,,,moˈχiɾ,,pʰɛrpʰli,nätʃʼvi,nɔmtʃkʰä,kʰæm,buːɖida
burn,ˈbʀɛnən,ˈbrɑndə(n),,bɝn,,,,,,ˈprɛnːa,,dekt,,ˈpa.lʲit͡ɕ ɕɛ,ˈɦor̝ɛt,,,,ˈɡɔɾi,ɣaˈret͡sʲ,,ɡɐˈrʲetʲ,ɐɾˈdeɾ,,aɾˈdeɾ,,,bʁy.le,,,d̪ˠoːɟ,ˈɬɔsɡɪ,,ɫ̪ɔʃɡ̊ʲ,,,ajɾˈvɛl,,tsʼvä,tʃʼuälä,ɔtʃʼu,liʃχi,kaːlu
road,ˈʃtraːsə,baːn,pɑt,ɹəʊd,,,,vɛːɡ,,ˈvɛːɣʏr,ˈveːvʊɹ,tsɛʎʃ,ˈkælʲɐs,ˈdrɔ.ɡa,ˈt͡sɛsta,ˈt͡sɛsta,ˈtsèːsta,pɤt,,,dɔˈrɔɦɐ,dɐˈroɡə,iʃ.ˈtɾa.ðɐ,esˈtɾaða̝,kaˈmino,kə.rəˈte.ɾə,,ʁut,ˈstrada,,ˈbˠoːhəɾˠ,,hɛ̃nd,,reːd̪,ˈruɡə,t͡ʃɑnɑˈpɑɾ,ˈðromos,gzä,ʃärä,gzä,ʃukʼw,
mountain,bɛrk,bɛrx,,ˈmaʊntɪn,,bɛrx,fjɛlː,bɛrj,bjɛrv,fjatl,fjatl,kâlns,ˈka͡l.nɐs,ˈɡu.ra,ˈɦora,ˈɦɔra,ɡɔ̀ːra,pləniˈna,,,ɦɔˈrɑ,ɡɐˈra,mõ.ˈtɐ.ɲɐ,monˈtaɲa̝,monˈtaɲa,,,mɔ̃.taɲ,monˈtaɲɲa,ˈmuntɛ,ʃlʲiəvˠ,ˈmənɨ̞ð,,,slʲuː,mal,lɛr,ˈo̞ro̞s,mtʰä,gɔlä,gɔlä,läχw,
red,roːt,roːt,roːi̯,ɹɛd,,,ræʉ,røːd,røːd,ˈrøyːðʏr,,sâɾkans,rɐʊˈdoːnɐs,t͡ʂɛrˈvɔ.nɨ,ˈt͡ʃɛrvɛniː,ˈt͡ʃɛrvɛniː,ərˈdɛ́tʃ,tʃɛrˈvɛn,,t͡ʂɨˈrvonɨ,t͡ʃeˈrwɔnei̯,ˈkrasnɨj,vɨɾ.ˈmɐ(j).ʎu,beɾˈmeʎo̝,ˈroxo,ˈrɔt͡ʃ,,ʁuʒ,ˈros.so,ˈro.ʃu,ˈdʲaɾˠəɡ,koːχ,,ˈtʲɛrɛk,,kuc,kɑɾˈmiɾ,ˈkocinos,tsʼitʰɛli,tʃʼitʰä,mtʃʼitʰä,tsʼərni,
green,ɡʁyːn,ɣrun,,ɡɹiːn,ɡʁin,ɣriə̯n,,ɡrøːn,ɡrœn,kraitn,,zaʎʃ,,ʑɛˈlɔ.nɨ,ˈzɛlɛniː,ˈze̞.ɫe̞.niː,zɛˈlɛ́n,zɛˈlɛn,,zʲaˈlʲonɨ,zeˈlɛnei̯,zʲɪˈlʲɵnɨj,ˈveɾ.ðɨ,ˈbeɾðe̝,ˈberde,ˈvɛɾt,ˈbert,vɛʁ,ˈver.de,ˈver.de,ɡlˠasˠ,ɡwɨ̞rð,,ˈuəɲə,,ˈɟɛlbəɾ,kɑˈnɑt͡ʃʰ,ˈpɾasinos,mtsʼvänɛ,tsʼvänɛ,χäntʃʼɛni,jərʒi,
yellow,ɡɛlp,ɣeːl,χɪə̯l,ˈjɛl.əʊ,,,,ɡʉːl,ɡuːl,ˈkʏːlʏr,ˈkuːlʊɹ,dzæ̀ltæns,,ˈʐuw.tɨ,ˈʒlutiː,ˈʒɫ̩tiː,ruˈmɛ́n,ʒɤlt,,ˈʐou̯tɨ,ˈʒɔu̯tei̯,ˈʐoltɨj,ɐ.mɐ.ˈɾɛ.lu,,amaˈɾiʎo,ˈɡɾɔk,,ʒon,ˈdʒal.lo,ˈɡal.ben,bˠiː,ˈmɛlɨ̞n,,ˈb̥ujə,,,dɛˈʁin,,qʼvitʰɛli,ʔvintʰɛli,säri,qʼwitʰɛl,
white,vaɪs,ʋɪt,vət,waɪt,vajs,vit,kʋiːt,,,ˈxʷiːtʏr,ˈkvʊiːjtʊɹ,bālts,ˈbaːltɐs,ˈbʲa.wɨ,ˈbiːliː,ˈbi̯ɛli,ˈbéːw,bʲal,,ˈbʲeɫɨ,ˈbʲilei̯,ˈbʲelɨj,ˈbɾɐ̃.ku,ˈbɾaŋkʊ,ˈblanko,ˈblaŋk,,blɑ̃,ˈbjaŋko,alb,bˠɑːn̪ˠ,ɡwɨ̞n,,kʲaɫ̪,,baːɾð,əspiˈtɑk,ˈaspro̞s,tʰɛtʰri,tʃɛ,χtʃɛ,tʰɛtʰnɛ,
black,ʃvarts,zʋɑrt,,blæk,,,,svart,soɐ̯d̥,ˈsvar̥tʏr,ˈsvaɻ̥ʈʊɹ,mǣlns,ˈjûə.dɐs,ˈt͡ʂar.nɨ,ˈt͡ʃɛrniː,ˈt͡ʃi̯er.ni,ˈtʃə̀rn,,,ˈt͡ʂornɨ,ˈt͡ʃɔrnei̯,ˈt͡ɕɵrnɨj,ˈne.ɡɾu,ˈneɣɾʊ,ˈneɡɾo,ˈnə.ɡɾə,,nwaʁ,ˈne.ro,ˈne.ɡru,d̪ˠʊvˠ,dɨː,ˈdyː,t̪ʊv,,zi,sɛv,ˈmavros,ʃävi,utʃä,utʃä,mɛʃχɛ,
night,naxt,nɑxt,naχ,naɪt,,ˈnaxt,nɑtː,natː,nad̥,nouʰt,nɔʰtː,nakts,nɐkˈtɪs,nɔt͡s,not͡s,ˈnɔt͡s,noːtʃ,nɔʃt,nɔc,not͡ʂ,ˈnʲit͡ʃ,not͡ɕ,ˈnoj.tɨ,ˈnojt̪ɪ,ˈnot͡ʃe,ˈnit,ˈnɥɛtʃ,nɥi,ˈnɔtːe,ˈno̯ap.te,ˈiːhə,noːs,,,ɛi,ˈnaːt,ɡiˈʃɛɾ,ˈnixta,ʁämɛ,sɛri,sɛri,lɛtʰ,raːtri
day,tɑːk,dɑx,daχ,deɪ,tɔɡ,,,,døjn,ˈtaːɣʏr,ˈtɛaːvʊɹ,,,d͡ʑɛɲ,dɛn,,,,,,ˈdɛnʲ,ˈsutkʲɪ,ˈdi.ɐ,ˈd̪iɐ,ˈdia,ˈdi.ə,,ʒuʁ,ˈd͡ʒorno,zi,l̪ˠɑː,dɨːð,ˈdɛj,,,,ɔɾ,,dʁɛ,dʁä,dʁä,lädɛʁ,roːdʒu
year,jaː(ɐ̯),jaːr,jɑːr,jɪə,jɔʁ,iə̯r,oːr,,,auːr,ɔaːɹ,,,rɔk,rok,ˈrɔk,ˈlèːtɔ,ɡɔˈdinə,,ɣot,,ɡot,ˈɐ.nu,,ˈaɲo,ˈaɲ,,a.ne,ˈan.no,an,bʲlʲiənʲ,,ˈblwaː,,blʲeːnʲ,,tɑˈɾi,ˈxɾonos,tsʼɛli,tsʼänä,tsʼänä,zæ,
warm,vaʁm,ʋɑr(ə)m,,wɔːm,,vaːrm,,varm,,,,sīlts,ˈʃʲɪltɐs,ˈt͡ɕɛ.pwɨ,ˈtɛpliː,ˈcɛpliː,ˈtɔ̀ːpəw,ˈtɔpəl,,ˈt͡sʲopɫɨ,,ˈtʲɵplɨj,,ˈkɛnt̪ɪ,kaˈljente,kəˈlent,,ʃo,ˈkaldo,kald,tʲɛ,,,,,,d͡ʒɛɾm,ze̞ˈsto̞s,tʰbili,tʼibu,tʼibu,tʼɛbdi,
cold,kalt,kɑu̯t,kœut,kəʊld,,,,kal,kɔl,ˈkʰaltʏr,,āūksts,ˈʃaltɐs,ˈʑim.nɨ,ˈstudɛniː,,,stuˈdɛn,,xaˈɫodnɨ,xɔˈlɔdnei̯,xɐˈlodnɨj,ˈfɾi.u,ˈfɾiʊ,ˈfɾio,ˈfɾət,,fʁwɑ,ˈfreddo,ˈret͡ʃe,fˠuəɾˠ,oːɨ̯r,,fuəɾ,,,ˈsɑrə,,tsivi,ʔini,qʼini,mətsχi,
full,fɔl,vɔl,fɔl,fʊl,,,,fɵl,fuld,ˈfʏtɬʏr,ˈfʊtlʊɹ,pīlns,,ˈpɛw.nɨ,pl̩niː,pl̩niː,ˈpɔ́ːwn,ˈpɤlɛn,,ˈpou̯nɨ,ˈpɔu̯nei̯,ˈpolnɨj,ˈʃɐj.u,ˈt͡ʃeo̝,,ˈplə,,plɛ̃,ˈpjɛno,plin,l̪ˠɑːnˠ,ɬau̯n,,lɑːn,lɛdn,,ˈlikʰə,ˈpliris,sävsɛ,ɛpʰʃä,jɔpʰʃä,gwɛʃi,
new,nɔʏ̯,niu̯,,njuː,,nɛi̯,,ny,nyː,niːr,nʊt͡ʃːʊɹ,jaûns,,ˈnɔ.vɨ,ˈnoviː,ˈnɔviː,ˈnɔ́w,nɔf,,,,ˈnovɨj,ˈno.vu,ˈnɔ.βʊ,ˈnwebo,ˈnɔw,,nu.vo,ˈnwɔ.vo,now,n̪ˠuə,ˈnɛu̯ɨ̞ð,ˈne.ve,uːɾ,,ɾi,nɔɾ,ˈne̞o̞s,äχäli,äχäli,äʁäni,mäχɛ,kotːa
old,alt,ɑu̯t,œu,ˈəʊld,,ɔːt,²ɡɑːmɑl,,ɡaməl,ˈkaːmatl,kɛaːmal,,ˈsʲæːnɐs,ˈsta.rɨ,ˈstariː,ˈstariː,ˈstár,star,,staˈrɨ,,ˈstarɨj,ˈvɛ.ʎu,,anˈtiɡwo,ˈveʎ,,vjø,ˈvɛk.kjo,vekʲ,ʃanˠ,heːn,,ʃɛn,,,hin,,dzvɛli,dʒvɛʃi,mdʒvɛʃi,dʒwinɛl,
good,ɡuːt,ɣut,χut,ɡʊd,ɡʊt,,,ɡuːd,ɡoð,ˈkouːðʏr,ˈkɔuːwʊɹ,,ˈɡʲæɾɐs,ˈdɔ.brɨ,ˈdobriː,ˈdɔbriː,ˈdòːbər,doˈbɤr,,ˈdobrɨ,ˈdɔbrɪj,xɐˈroʂɨj,bõ,ˈbo,ˈbweno,ˈbɔ,,bɔ̃,ˈbwɔː.no,bun,mˠa,daː,,maː,,majɾ,lɑv,kaˈlos,kʼärgi,dʒgiri,kʼäi,χɔtʃä,maɲt͡ʃi
bad,ʃlɛçt,slɛxt,,bæd,,,,ˈdoː.lɪ(ɡ),dɔːli,ˈvɔntʏr,ˈɪtlʊɹ,,ˈbloːɡɐs,zwɨ,ˈʃpatniː,ˈzɫiː,ˈsláp,,,ˈdrenːɨ,,plɐˈxoj,ʁuˈĩ,,ˈmalo,doˈlent,,mo.vɛ,kaˈtːiːvo,rəw,ˈd̪ˠʊnˠə,druːɡ,,ˈt̪ɔnə,,,vɑt,kaˈkos,tsudi,gläχä,pʼätʼi,χɔlä,t͡ʃeɖːa
rotten,faʊ̯l,rɔt,,ˈɹɑtn̩,,,,,rɔdən,,,,,ˈzɡɲi.wɨ,ˈzɦɲɪliː,ˈɦɲiliː,ˈɡníːw,,,ɣnʲiˈɫɨ,,ɡnʲɪˈloj,ˈpo.ðɾɨ,ˈpoðɾe̝,,,,puʁi,,ˈpu.tred,ˈl̪ˠɔfˠə,,,,,,pʰəˈtɑt͡s,ˈsapços,dämpʼäli,ʔɔrädili,χtsäpʰɛri,mɛkʰwrɛ,
dirty,ˈʃmʊt͡sɪç,vœy̯l,,ˈdɜːti,,,²ʃɪtːn̩,,beskit,ˈouːr̥eitn,,nɛtīːɾs,,ˈbrud.nɨ,ˈʃpɪnaviː,,uˈmáːzan,,,ˈbrudnɨ,,ˈɡrʲaznɨj,ˈsu.ʒu,,ˈsuθjo,ˈbɾut,,sal,ˈspɔrko,murˈdar,sˠəˈl̪ˠax,,,,,,kɛχˈtɔt,,tʃʼutʃʼqʼiäni,tsʼindämi,lɛbɔni,lətsʼid,
straight,ɡəˈraːdə,rɛxt,,stɹeɪt,,,,,,peitn,,,,ˈprɔ.stɨ,ˈpr̝̊iːmiː,,,,,praˈmɨ,,prʲɪˈmoj,ˈʁɛ.tu,,,,,dʁwɑ,dritto,drept,ˈdʲiːɾʲəx,,,tʲiːɾʲəx,,,uˈʁiʁ,,stsʼɔri,tʰini,duzi,mɛtsʼwin,
round,ʀʊnt,rɔnt,,ˈɹaʊnd,,,,,,,,,,ɔˈkrɔŋ.ɡwɨ,ˈkulatiː,,otˈkròːɡəw,,,ˈkruɣɫɨ,,ˈkruɡlɨj,ʁɨ.ˈdõ.du,reˈðondo̝,reˈdondo,roˈdo,,ʁɔ̃,roˈtondo,roˈtund,kɾˠiːnʲ,krʊn,,kʰruɪɲ,,,,,mrgväli,rgväli,mɔrgväli,kʼurpʼi,
sharp,ʃarf,sxɛrp,,ʃɑːp,,,,,,xʷasː,ˈkvasːʊr,as,ɐʃt̪ˈrʊs̪,ˈɔ.strɨ,ˈostriː,,ˈòːstər,osˈtɤr,,ˈvostrɨ,,ˈostrɨj,a.fi.ˈa.du,,aˈɡudo,əz.moˈlat,,a.fi.le,affiˈlato,as.kuˈt͡sit,ɟeːɾˠ,,,,,,suɾ,kofteˈros,bäsri,kʼväntʰiri,mtʃʼkʼirulä,bæsr,
dull,ʃtʊm(p)f,bɔt,,dʌl,,,,,sløːv,,,,,ˈtɛm.pɨ,ˈtʊpiː,ˈtupiː,ˈtɔ́p,,,tuˈpɨ,,tʊˈpoj,ˈsɛ.ɣu,,ˈromo,,,e.mu.se,,toˈt͡ʃit,,,,,,,butʰ,,blägvi,dʒärguliä,dʒängulä,luwrɛ,
smooth,ɡlat,ɣlɑt,,smuːð,,,,,,ˈstljɛhtʏr,,,,ˈɡwat.kʲi,ˈɦlatkiː,,,,,ˈɣɫatkʲi,,ˈɡlatkʲɪj,ˈli.zu,,ˈliso,,,lis,ˈliʃʃo,ˈne.ted,kiːnʲ,,,miːn,,,hɑɾtʰ,,pʼriälä,värkʼälä,pʰrändɛri,mərkʼənɛ,
wet,nas,nɑt,,wɛt,,,,voːt,vɔːd,ˈvɔːtʏr,,slapʲʃ,,ˈmɔ.krɨ,ˈmokriː,ˈmokriː,ˈmòːkər,,,ˈmokrɨ,,ˈmokrɨj,muˈʎaðu,,moˈxado,ˈmɔʎ,,mu.je,baɲˈɲato,ud,fʲlʲʊx,ɡwlɨːb,,flux,,,tʰɑt͡sʰ,,svɛli,ʃɔliri,ʃu,məʒir,
dry,ˈtʁɔkən,droːx,,dɹaɪ,,,,,tœːr,θʏrː,,sàws,,ˈsu.xɨ,ˈsuxiː,ˈsuxiː,ˈsúːx,,,suˈxʲi,,sʊˈxoj,ˈse.ku,,ˈseko,əˈʃut,,sɛk,ˈsekko,usˈkat,ˈtʲɪɾʲəmʲ,sɨːχ,ˈsɛːχ,ˈtʃʰiɾəm,,,t͡ʃʰoɾ,,mʃräli,skʰiru,χɔmulä,pʰikʼwi,
correct,kɔˈʁɛkt,,,kəˈɹɛkt,,,,,,ˈrjɛht,,paɾɛ̄īs,,pra.vʲiˈdwɔ.vɨ,ˈspraːvniː,,praˈʋíːlən,ˈvɛrɛn,,praˈvʲilʲnɨ,,ˈpravʲɪlʲnɨj,ku.ˈʁɛ.tu,,koˈreɡto,koˈrɛk.tə,,kɔʁɛkt,korˈrɛtto,koˈrekt,,ˈkəu̯ɪr,,,,,t͡ʃiʃt,so̞ˈsto̞s,stsʼɔri,tʰinu,mtʰini,mɛgu,
near,naː,,,nɪə(ɹ),,,næːr,,nɛːr,,,,,ˈblʲis.kʲi,ˈbliːskiː,,,ˈblizək,,ˈblʲiskʲi,,ˈblʲiskʲɪj,ˈpɛɾ.tu,,ˈθerka,,,pʁɛ,viˈtʃino,a.ˈpro̯a.pe,d̪ˠlˠuː,,,dɫ̪uː,,,mɔt,,äχlɔ,χɔlɔ,χɔlɔs,pʰɛdiä,
far,fɛʁn,vɛr,,fɑː,,,,,,,,tâːls,,daˈlɛ.kʲi,ˈdalɛkiː,,ˈdàːlɛtʃ,dəˈlɛtʃɛn,,daˈlʲokʲi,,dɐˈlʲɵkʲɪj,ˈlõ.ʒɨ,,,ʎuˈɲa,,lwɛ̃.tɛ̃,lonˈtano,deˈpar.te,ˈfˠɑd̪ˠə,pɛɬ,,,,,hɛˈru,makriˈa,ʃɔri,ʃɔri,mɛndrä,dʒwɛdiä,
right,ʁɛçt,rɛxt,,ˈɹaɪt,,,rɛtː,,rɛt,ˈrjɛhtɪntɪ,,,,ˈpra.vɔ,ˈpraːvo,,praˈʋìːtsa,,,ˈprava,,ˈpravə,d͡ʒiˈɾejtu,,deˈɾet͡ʃo,ˈdɾət,,dʁwɑ,,drept,,hau̯l,,,,,iɾɑˈvuŋkʰ,ðiˈceoma,märdʒvɛnä,märdzgväni,mädzgväni,lɛrsgwɛn,
left,lɪŋk,lɪŋks,,lɛft,,,,,,,,kɾèjs,,ˈlɛ.vɨ,ˈlɛviː,,,ˈlʲaf,,,,ˈlʲevɨj,iʃ.ˈkeɾ.ðu,,,əsˈkɛ.rə,,ɡoʃ,,stɨŋɡ,clʲeː,χwiːθ,,kʰʲaːrˠ,,,d͡zɑχ,,märtsχɛnä,kʼvärtʃχäni,kʼväntʃχäri,lɛrtʰɛn,
at,an,ɔp,,æt,,,poː,poː,,,ʊiː,,pɐs,u,u,,pri,,vɔ,,,vɛ,ˈa,,en,a,,a,a,la,ə,ʊrθ,,,,ˈnə,,ˈston,zɛ,,,ʒi,
in,ʔɪn,ɪn,,ɪn,,,iː,iː,,,ʊiː,,,f,v,,ʋ,vɤ,vɔ,,,vɛ,ẽj̃,,en,ən,,dɑ̃,ˈin,ɨn,ɪ,ən,,,,ˈnə,mɛt͡ʃʰ,en,ʃi,,,sgä,loː
with,mɪt,mɛt,,wɪð,,,meː,meː(d),mɛd,,viː,,sʊ,s,s,s,s,sɤ,,,z,s,kõ,ko̝ŋ,kon,əmb,,a.vɛk,kon,ku,lʲɛ,a,,,,mɛ,hɛt,me̞,tʰän,tsʼkʼɛlä,kʼälä,tsäχæn,
and,ʊnt,ɛn,ɛn,ænd,ʊn,ɛn,oː,ɔ,ˈɒw,ɔːɣ,oː,ùn,,i,a,,in,i,i,i,ˈi,i,ˈɛ,,ʝ,ˈi,,e,e,ʃi,ˈɑɡəsˠ,,,,,ðɛ,ɛv,ce̞,dä,dɔ,dɔ,i,
if,vɛn,ɑ(l)s,,ɪf,,ɔs,,ɔm,ves,ɛːv,,,jæj,ˈjɛɕ.lʲi,ˈjɛstlɪʒɛ,ak,tʃɛ,,ˈakɔ,,,ˈjes⁽ʲ⁾lʲɪ,sɨ,,si,ˈsi,,si,se,ˈda.kə,mˠɑː,ɔs,,,,,jɛˈtʰɛ,,tʰu,vär,vänä,läχ,
because,vaɪ̯l,ɔm.ˈdɑt,,bɪˈkɒz,,,,,,,tʊiː,,nʲɛs,bɔ,ˈprotoʒɛ,ˈprɛtɔʒɛ,kɛr,,,,bɔ,pətɐˈmu‿ʂtə,poʁ.ˈke,,ˈporke,pəɾˈkə,,paʁ.skə,perˈke,ˈpen.tru kə,oːɾʲ,ˈaχɔs,,ˈɔir,,,vɔɾɔfhɛˈtɛv,,rädgän,räχäns,ɔkʰi,läχä,
name,ˈnaːmə,naːm,,neɪm,nɔmɛn,,,namn,,napn,naun,vàːɾds,ˈvɐrːdɐs,ˈi.mʲɛ,ˈjmɛːno,ˈmɛnɔ,iˈméː,ˈimɛ,,jiˈmʲa,iˈmjɑ,ˈimʲə,ˈno.mɨ,,ˈnom.bɾe,ˈnɔm,,nɔ̃,ˈno.me,ˈnu.me,ˈanʲəmʲ,ˈɛnʊ,,,,ɛməɾ,ɑˈnun,ˈo̞no̞ˌma,säχɛli,säχɛli,dʒɔχɔ,ʒäχɛ,
